"横浜の農薬工場で火事　従業員１人けが","2018年2月12日12時42分","社会,事件・事故・裁判,神奈川","１２日午前９時ごろ、横浜市神奈川区恵比須町の「エス・ディー・エス　バイオテック」の５階建て工場から出火。男性従業員１人がけがをし、病院に運ばれた。火は午後０時５分に鎮火した。神奈川署や横浜市消防局によると現場は工場群の一角で、４９台の消防車が出動した。同社は農薬などを作っているが、有毒なガスの発生などによる避難指示などは出ていないという。同署などが出火原因を調べている。（鈴木孝英）"
"遺体は７６歳母と５３歳次男　所沢の事件","2018年2月9日21時10分","社会,事件・事故・裁判,埼玉","埼玉県所沢市西所沢１丁目の住宅で男女の遺体が見つかった事件で、県警は９日、遺体は住人の入江富美子さん（７６）と、次男の幼稚園バス運転手大崎欣孝（よしたか）さん（５３）＝同市狭山ケ丘２丁目＝と判明したと発表した。県警は、大崎さんが殺害されたと断定し、所沢署に１００人態勢の捜査本部を設置した。住宅で男女の遺体発見　母親と次男か　埼玉・所沢発表によると、２人の遺体は２階建て住宅の１階浴室で発見された。大崎さんの上半身に複数の刺し傷があった。入江さんに目立った外傷はないが、司法解剖して詳しい死因を調べる。入江さんと同居していた５０代男性の所在がわからなくなっており、県警は何らかの事情を知っている可能性があるとみている。玄関や窓は施錠され、室内には大きく荒らされた形跡はなかったという。大崎さんは入江さんの介護のために７日に入江さん宅を訪れていたといい、８日、大崎さんの妻と兄（５５）が入江さん宅を訪れ、遺体を見つけた。"
"木造船乗組員８人を北朝鮮へ強制送還　札幌入管","2018年2月9日19時32分","社会,事件・事故・裁判,北海道","北朝鮮から来た木造船の乗組員が北海道松前町沖の松前小島で発電機などを盗んだとされる事件で、札幌入国管理局は９日、起訴された船長らを除く８人を北朝鮮に向けて強制送還した。木造船、突然のエンジン起動　海保が１時間後に確保札幌入管によると、強制送還されたのは、乗組員１０人のうち、窃盗罪で起訴された自称北朝鮮国籍の船長カン・ミョンハク被告（４５）と結核に感染して入院中の男性を除く８人。中国経由で送還したという。９日午前１０時２５分ごろ、乗組員を乗せたバスが札幌入管を出発。午後に新千歳空港から民間機で北京に向かったとみられる。"
"沖縄本島北部に油状の固まり　タンカー事故の流出油か","2018年2月9日16時48分","社会,事件・事故・裁判,沖縄","沖縄本島北部西岸の本部（もとぶ）町や今帰仁（なきじん）村の海岸で８日、油状の固まりなどが漂着しているのが見つかった。１月に東シナ海で起きたタンカー事故による流出油の可能性もあるとみて、第１１管区海上保安本部（那覇市）が調べている。油状固まり７キロ、鹿児島・宝島に　タンカー事故関連か１１管によると、８日午前１１時５５分ごろ、環境省那覇自然環境事務所から「今帰仁村の海岸に油が付着したペットボトルが流れ着いた」と連絡があり、その後、本部町からも同様の通報があった。１１管は９日午前までに、備瀬（びせ）海岸など両町村の５カ所から、油のような数十センチの黒い固まり計１６個と、油状のものが付いた漂着ごみのペットボトル計２４本を回収。成分はわかっていないが、いずれも強い刺激臭がするという。東シナ海では１月６日、中国・上海沖約３００キロの海上で、パナマ船籍のタンカーが貨物船と衝突。漂流したのち１４日に日本の排他的経済水域（ＥＥＺ）内で爆発して沈没し、大量の油が流出した。今月になって鹿児島県・奄美大島などで油の漂着が相次いでいた。"
"「マッサージ体験しませんか」体触った疑い　銀行員逮捕","2018年2月9日14時41分","社会,事件・事故・裁判","「マッサージの体験モニター」と称して声をかけた女性の体を触ったなどとして、警視庁が三井住友銀行員の谷川輝容疑者（２５）＝東京都世田谷区＝を準強制わいせつの疑いで逮捕していたことが、綾瀬署への取材でわかった。署は認否は明らかにしていない。署によると、谷川容疑者は１月上旬の日中、東京都足立区の路上で２０代女性に「マッサージの体験モニターになりませんか」などと声をかけてホテルに誘い込み、上半身を触るなどした疑いがある。同区内では昨年１２月以降、同様の言葉で声をかけられた女性の被害が数件確認されており、署が関連を調べている。三井住友銀行によると、谷川容疑者は同区内の支店に勤務し、主に法人営業を担当していた。同行は「捜査中につき内容はわかりかねますが、事実関係を確認し、事実であれば厳正に対処します」とコメントした。"
"住宅火災、１人死亡　３人と連絡取れず　広島・江田島","2018年2月9日11時38分","社会,事件・事故・裁判,広島","９日午前５時ごろ、広島県江田島市大柿町柿浦の稲田順子さん（７５）方付近から出火、木造２階建て住宅が全焼した。広島県警によると、焼け跡から１人が焼死体で見つかったという。県警が遺体の身元や出火原因を調べている。県警によると、この住宅には稲田さんのほか、７０代と５０代の男性の計３人が住んでいるとみられ、いずれも連絡が取れていないという。江田島市は、広島湾に浮かぶ能美島と江田島、その周辺に点在する島々からなる。現場は、能美島にある同市役所から東に約１キロ離れた海沿いの住宅地。現場近くに住むカキ養殖業者の男性は「消防車のサイレンで目が覚めた。普段はのどかな場所なのに」と言葉を詰まらせた。近所に住む女性（７７）も隣人の「火事じゃ、逃げて」という声で自宅の外に出たという。「火が燃え広がるのが早かった。近くで火事が起きるなんて」と驚いた様子だった。近くの自動車販売業の男性は「２００メートルほど離れた自宅からでも黒煙が上がっているのが見えた。２階が焼け落ちるほど激しく燃えていて、近づけなかった」と不安そうに話した。"
"陸自ヘリ墜落、防衛相が現場訪問し謝罪へ","2018年2月9日11時24分","社会,事件・事故・裁判,政治,国政,地方政治","小野寺五典防衛相は９日午前の閣議後会見で、陸上自衛隊の戦闘ヘリコプターが住宅に墜落した佐賀県神埼（かんざき）市の現場などを１０、１１日に訪問し、関係者に謝罪する方針を明らかにした。小野寺氏は「大臣として直接謝罪に伺い、現地の状況も確認したい」と語った。１０日に神埼市役所や墜落現場を、１１日に佐賀県庁を訪問し、山口祥義知事らと会談する。墜落で負傷した女児の家族に対しても「可能であれば、お会いして謝罪したい」との意向を示した。（相原亮）"
"盗んだ仮想通貨、ＮＺで入出金　他の通貨との交換狙う？","2018年2月9日05時07分","社会,事件・事故・裁判,テック＆サイエンス,有料会員限定記事","仮想通貨交換所「コインチェック」から約５８０億円分の仮想通貨ＮＥＭ（ネム）が流出した問題で、ＮＥＭの流出先の口座とニュージーランドの仮想通貨交換所との間で、頻繁に入出金が繰り返されていることがわかった。他の仮想通貨との交換を狙った可能性もある。一方、交換所の口座を通じて、アクセス元やハッカーの身元特定につながる有力な情報が得られる可能性があり、警視庁もこうした経緯を把握して捜査している。特集：仮想通貨流出問題とは朝日新聞が流出先の口座の取引記録を解析したところ、ハッカーは不正アクセスによって流出させたＮＥＭを、８日未明の段階で計４５口座に分散して保管している。監視の目を逃れるためとみられる。この口座から、米国やチェコなど九つの仮想通貨交換所などに送金した形跡があった。いずれも直近の相場で１回の送金額は６０円から９０万円分だった。この中で、送金だけでなく入金もあったのがニュージーランドに運営会社がある交換所「クリプトピア」。２月１～８日未明の間に計２１回、ＮＥＭの流出先の口座からクリプトピアの口座に、直近の価格で約計４０万円分のＮＥＭの送金が繰り返されていた。逆に１月３１日午前１時４１分、直近の相場で約６０円分のＮＥＭが、クリプトピア側から流出先の口座に入金。翌２月１日午前３時１６分にも、別の流出先口座に約２万円分の入金があった。ＮＥＭの普及啓発団体の関係者が流出先の口座を監視対象に加えたのは１日午前１１時ごろ、それ以前は流出先の口座は外部には知られていなかった。クリプトピアの口座に送金されたＮＥＭは他の仮想通貨に交換された可能性もあるが、交換所内の動きを外部から確認することはできない。朝日新聞はクリプトピアの運営会社に計６回、メールで質問状を送っているが、回答はない。仮想通貨の仕組みに詳しいセキュリティー専門家の杉浦隆幸さんは、ハッカーが以前からクリプトピアに口座を開設し、他の仮想通貨との交換を狙ったとの見方を示す。開設時に登録した名前やメールアドレス、多額の送金手続きに必要な本人確認書類、接続したＩＰアドレス（ネット上の住所）などが存在する可能性を挙げ「ハッカーの身元特定につながる有力な情報が得られるかもしれない」という。（編集委員・須藤龍也、荒ちひろ）"
"陸自ヘリ墜落、部品の強度に不具合か　交換したばかり","2018年2月9日05時07分","社会,事件・事故・裁判","佐賀県神埼（かんざき）市で陸上自衛隊のＡＨ６４Ｄ戦闘ヘリコプターが住宅に墜落した事故で、エンジンの出力をメインローター（主回転翼）に伝える「メイン・ローター・ヘッド」と呼ばれる部品の強度に不具合があった可能性が浮上していることが防衛省への取材で分かった。陸自が組み立てたり接合したりした箇所ではなく、メーカーから納入された状態で取り付けられた部品そのものが破損していたという。陸自は８日、墜落現場となった住宅の敷地からヘッドの残りの部分やエンジンなどを回収した。今後、部品のメーカーからも聞き取りをしながら事故原因の特定を進める。防衛省によると、事故機に４本あるメインローター（長さ６・３５メートル、幅５１センチ、重さ約７０キロ）は通常、ボルトやピンによってヘッドと接合されている。墜落現場から南東約５００メートル付近の用水路で見つかった１本のメインローターは、ヘッドの一部と接合された状態で見つかり、ヘッドの根元から破損していた。また、墜落現場の住宅の敷地からは、ほかにメインローター２本が見つかっている。事故機は１月１８日から２月４日までの間、定期整備を受け、ヘッドはこの間に交換された。防衛省によると、陸自側でローターとヘッドを接合する一方、ヘッドについては組み立てられた状態の新品がメーカーから納入され、そのまま取り付けられたという。このため、ヘッドの強度そのものに不具合があった可能性が浮上したという。陸自トップの山崎幸二陸上幕僚長は８日の記者会見で、事故について改めて陳謝したうえで「揚力がある限り、パイロットは操縦しながら民有地を回避するが、（今回は）突然揚力を失い、墜落している。通常では考えられない事故だ」と述べた。"
"十両・大砂嵐、事故と別の日にも無免許運転の疑い","2018年2月9日05時06分","社会,事件・事故・裁判,スポーツ,相撲,長野","大相撲の十両・大砂嵐（２５）＝エジプト出身、大嶽部屋＝が１月３日だけでなく、１月１日にも長野県内で無免許運転をしていた疑いがあることが、長野地検への取材で分かった。長野県警が今月７日に道交法違反（無免許運転）容疑で地検に書類送検した際、１月１日に運転した容疑も加えたという。大砂嵐が無免許運転か、本人否認　協会は力士の運転禁止地検によると、大砂嵐は１月１日に同県中野市内で、同３日に同県山ノ内町内で、国内で有効な運転免許証を持たずに乗用車を運転した疑いが持たれている。捜査関係者によると、大砂嵐と妻が乗った車は３日、山ノ内町で追突事故を起こした。防犯カメラの映像などから、県警は大砂嵐が運転していたと判断。捜査の過程で、１日に運転した容疑も浮かんだという。大砂嵐は、日本相撲協会の調査には「妊娠している妻が事故を起こし、かばうために運転席に移った」と説明していた。"
"「過労死のある社会、恥ずかしい」亡き息子の思いつなぐ","2018年2月9日00時06分","社会,事件・事故・裁判,有料記事","深夜勤務後のバイク事故で息子の渡辺航太さん（当時２４）を亡くした母、淳子さんが８日、都内で記者会見を開いた。発言の要旨は次の通り。「過労事故死」で遺族と会社和解　裁判長が異例の言及◇２０１５年６月１１日、第一回期日に陳述を行うために、横浜地裁川崎支部１０１号法廷に私は立ちました。息子を失った喪失感と、自分が生きながらえていることへの罪悪感でいっぱいでした。しかし、なんとか心を整え、陳述書を読み上げることができました。その時、橋本裁判長は「命の重みに向き合い、真摯（しんし）に審理します」とおっしゃって下さいました。それから約２年１０カ月、（私は）息子の真実を伝え続けて参りました。そして本日、（裁判長に）その時の約束を守っていただき、真摯（しんし）に審理された結果が画期的な和解解決となりましたことを、皆さまにご報告いたします。息子は成人して２４歳になっていました。母親として精いっぱいの教育をしてきました。社会に出て、どのような活躍をするのだろうか。（航太は）夢であり、希望でした。それが一瞬のうちに絶望に変わることは予想しておりませんでした。生きること全てが奇跡であり、それを喜び、楽しむことをモットーとしている息子でした。私の息子は１３年１０月、希望を膨らませ、グリーンディスプレイ社にアルバイトとして入社して働き始めました。年末は繁忙期ということでしたが、年が明けても働き方に大きな変化はありませんでした。しかし、正社員になりたいとの思いから、迷いながらも頑張っていたと思います。３月半ばにやっと正社員になれました。目的が一つかなったことはうれしいが、この働き方を続けるべきかを考え直そうとしていた様子でした。だが、現実は忙しい毎日をこなすだけで精いっぱいでした。時間外労働が８０時間を超える長時間で不規則な労働、睡眠不足の中で疲労を蓄積させていきました。公共交通機関が利用できない時間帯の通勤があるため、原付きバイクの利用を指示・容認されていたことが原因で、１４年４月２４日、前日から２０時間以上の長時間労働から、早朝の帰宅途中に原付きバイクでの事故に至り、命を落としました。息子は社会に出たばかりの新入社員でした。慣れない日々をこなすことだけで、働き方を考え直す時間さえも与えられないまま、命を落としてしまいました。無念だったと思います。愛する息子がなぜ命を落とさなくてはならなかったのか、理由を知りたいと思い、１５年４月２４日、亡き航太の命日にグリーンディスプレイを提訴することにいたしました。中小企業でも大企業でも、労働者の命を預かり、雇用する責任に全く変わりはないと思います。長時間で不規則な働かせ方は身体に大きなダメージを与えます。新入社員であることの緊張感や、慣れない仕事に取り組むことは、精神的にも肉体的にも大きな負担がかかります。それが原因で息子の人生が断たれてしまったことに、言葉にならないほどの残酷さ、無念さが残ります。この裁判において、帰宅途中の事故であってもグリーンディスプレイの責任を明らかにしていただきました。これは私の悲願でした。事故の原因が過労によるものであり、適切な対応がなされなかったことに対して、安全配慮義務違反を認めさせ、前例になったことに大きな意味があると考えています。今後の過労死問題において、「過労事故死」が公になることで、大きな影響があると考えています。息子の無念な気持ちをくんで、「過労事故死」についても各企業が十分な予防対策を講じることを期待しています。グリーンディスプレイは、安全配慮義務違反で入社したばかりの青年が命を落とした事実を認め、謝罪、再発防止を実行して信頼回復を目指し、あらゆる企業の模範になるよう、心から願っております。息子は、仕事の内容は大変気に入っていました。誠実に取り組んでいたことは会社内外の方々、上司・同僚からも多く聞かれました。息子も（再発防止策の実行を）心から期待するものと思っています。和解協議の折に裁判長から「（淳子さんの）陳述書において、『亡き航太が社会貢献の意欲があった』と示されている。過労事故死について、再発防止への社会貢献をお母さんが代わって行うことで、亡き航太の思いをつなげることになるのではないか」との提案がなされました。私はその意味を深く考え、受けとめることにいたしました。私は過労死のある日本社会を恥ずかしく思います。私たちは働くために生きているのではなく、生きるために働いています。自由で幸せな生活を求めて働いています。そのためには、まずなによりも命を守ることが大前提です。過重労働などが原因で健康を損ない、ケガをすることがあってはなりません。人間の能力は、人が思うより繊細であり、万能でもありません。そして、必ずしも自分の状態を正確に自覚できるものでもありません。そばにいる家族や友人がすべてを把握できるものでもありません。人間の限界を試すような働き方で、生産性を上げていくという考え方は間違っています。人間の能力に合った働き方を、早急に立法、司法、行政、国民全体で全力をあげて考え直し、過労死のない社会を築いていただきたいと心から願っています。それを実現することが亡き息子から私たちに望む、「未来への責任」だと考えております。ちょうど４年前の２月にも東京に大雪が降りました。我が家のある八王子ではひざの丈まで雪が積もっており、私一人では当然歩けるものではありませんでした。雪かきをする時間もなく、普通であれば１０分で行ける駅まで、途方に暮れるほど遠く感じました。大柄の航太は私の前をざっくざっくと歩き、その足跡にちょうどブーツをはくような要領で、一歩ずつ私も前進していったのを思い出します。時々ふり返り、「がんばって」と声をかけてくれます。何倍もの時間がかかりましたが、おかげで駅にたどり着くことができました。その２カ月後には息子はいなくなってしまいました。雪が降るたびに、たくましく優しい息子を思い出します。これから、私の人生が終わる時まで、航太とともに励まし合いながら雪道を歩いていた時のように、少しずつ前進していきたいと思っております。"
"住宅で男女の遺体発見　母親と次男か　埼玉・所沢","2018年2月8日22時47分","社会,事件・事故・裁判,埼玉","８日午後１時５０分ごろ、埼玉県所沢市西所沢１丁目の住宅で人が亡くなっていると１１０番通報があった。県警によると男女の遺体がみつかり、男性の遺体には複数の傷があった。県警は、遺体はこの家に住む７０代女性と、別居している５０代の次男とみて、殺人容疑で捜査を始めた。この家に同居していた５０代男性の行方がわからなくなっているといい、何らかの事情を知っているとみて捜している。捜査１課によると、次男は母親の世話をするため母親宅にしばしば通っており、７日夜も母親宅に行っていたという。８日朝、次男が会社を欠勤したことから、長男（５５）と次男の妻が母親宅を訪ねたところ、遺体を見つけた。女性の遺体には目立った外傷はないという。現場は２階建ての住宅で、玄関は施錠されていたという。現場は西武池袋線西所沢駅から北に約３００メートルの住宅街。近くの住人らによると、以前は母親が犬の散歩をしていたが、数年前に病気になって外出が減った。同居人の男性は次男の知人といい、最近はこの男性が犬の散歩をしていたという。"
"慰安婦めぐる訴訟、二審も朝日新聞勝訴　東京高裁","2018年2月8日21時42分","社会,事件・事故・裁判","朝日新聞の慰安婦に関する報道で誤った事実が世界に広まり名誉を傷つけられたなどとして、国内外に住む６２人が朝日新聞社に謝罪広告の掲載などを求めた訴訟の控訴審判決が８日、東京高裁であった。阿部潤裁判長は請求を棄却した一審・東京地裁判決を支持し、原告側の控訴を棄却した。訴えの対象とされたのは、慰安婦を強制連行したとする吉田清治氏の証言に関する記事など。米国グレンデール市近郊に住む原告らは「同市などに慰安婦像が設置され、嫌がらせを受けるなど、市民生活での損害を受けた」として、１人当たり１００万円の損害賠償も求めていた。高裁判決はまず、一審判決を踏襲し、「記事の対象は旧日本軍や政府で、原告らではない」として名誉毀損（きそん）の成立を否定した。原告側は、記事により「日本人が２０万人以上の朝鮮人女性を強制連行し、性奴隷として酷使したという風評」を米国の多くの人が信じたため、被害を受けたとも訴えていた。高裁判決はこの点について、「記事が、この風聞を形成した主要な役割を果たしたと認めるには十分ではない」と指摘。さらに、「読者の受け止めは個人の考えや思想信条が大きく影響する」などと述べ、被害と記事の因果関係を否定した。一審の原告は２５５７人だったが、このうち６２人が控訴していた。朝日新聞の慰安婦報道を巡っては、他に二つのグループも訴訟を起こしていたが、いずれも請求を棄却する判決が確定している。原告側は判決後に会見し、代理人弁護士は「大変残念だ。上告するか検討する」と話した。◇朝日新聞社広報部の話　弊社の主張が全面的に認められたと考えています。国際的影響「主な役割」否定今回の裁判の争点の一つは、朝日新聞の慰安婦報道が国際的に影響を及ぼしたかどうかだった。「主要な役割を果たしたと認めるには十分ではない」と高裁判決は認定した。朝日新聞社が委嘱した第三者委員会は２０１４年１２月の報告書で「国際社会に対してあまり影響がなかった」「大きな影響を及ぼした証拠も決定的ではない」とする委員の意見を紹介。韓国への影響については見解が分かれ、「韓国の慰安婦問題批判を過激化させた」「韓国メディアに大きな影響を及ぼしたとはいえない」と両論を併記した。１６年２月の国連女子差別撤廃委員会で外務省の杉山晋輔外務審議官（当時）は、慰安婦を狩り出したと述べた吉田清治氏について「虚偽の事実を捏造（ねつぞう）して発表した」と説明。「朝日新聞により事実であるかのように大きく報道され、日本、韓国の世論のみならず国際社会にも大きな影響を与えた」と述べた。これに対し朝日新聞社は「根拠を示さない発言で、遺憾だ」と外務省に申し入れた。今回の訴訟で原告側は、杉山氏の発言を証拠として提出。８日の東京高裁判決では「朝日報道が慰安婦問題に関する国際社会の認識に影響を与えたとする見解がある」とした昨年４月の東京地裁判決を引用しつつ、吉田氏の証言（吉田証言）について「国際世論にどう影響を及ぼしたかについては原告らと異なる見方がある」と述べた。原告側はまた、慰安婦問題を報じた朝日新聞の記事が、１９９６年に国連人権委員会特別報告者クマラスワミ氏が提出した「クマラスワミ報告」に影響を与えたとも主張。この報告は慰安婦問題について、法的責任を認め被害者に補償するよう日本政府に勧告していた。高裁判決は一審判決を踏まえ、「クマラスワミ報告は吉田証言を唯一の根拠としておらず、元慰安婦からの聞き取り調査をも根拠としている」と指摘。慰安婦問題をめぐり日本政府に謝罪を求めた０７年の米下院決議についても、「説明資料に吉田氏の著書は用いられていない」とした。さらに、朝日新聞の報道が韓国に影響したとの原告側の主張に対しては、高裁判決は「韓国では４６年ごろから慰安婦についての報道がされていた」と認定した。慰安婦問題を巡る朝日新聞社報道の経緯朝日新聞は２０１４年８月５、６日、慰安婦問題をめぐる自社報道の検証特集を掲載。「女性を狩り出した」などの吉田清治氏の証言（吉田証言）は「虚偽だった」として記事を取り消すなどした。「慰安婦」と「挺身（ていしん）隊」を混同した記事があったとも述べた。朝日新聞社が委嘱した第三者委員会は１４年１２月の報告書で、吉田証言の報道について「研究者に疑問を提起された１９９２年以降も、取り扱いを減らす消極的対応に終始した」と指摘。朝日新聞社は「吉田証言記事などの誤りを長年放置したことを改めておわびします」と紙面で謝罪した。その際、「原点に立ち戻り、慰安婦問題の証言や国内外の研究成果などを丹念に当たります」と約束したのを受け、朝日新聞は１４年暮れから、慰安婦問題を考える一連の特集記事を掲載してきた。日本軍で慰安所が設けられた経緯を軍や警察の公文書で検証し、慰安婦碑・像の設置をめぐる米国の論争を特集。韓国で慰安婦と「挺身隊」が混同された経緯をたどり、韓国人元慰安婦の足跡を証言や資料で追った。植民地支配下の朝鮮半島での慰安婦の動員や、戦犯裁判における性暴力の扱いについても、裁判資料や研究者の解説をもとに詳しく紹介した。これまでの３訴訟の経緯朝日新聞の慰安婦報道をめぐっては、今回の訴訟を含めて三つのグループが朝日新聞社を相手取り集団訴訟を起こした。うち二つの訴訟は原告側の請求を棄却する判決が確定している。２０１５年１月に渡部昇一・上智大名誉教授（故人）らが提訴した訴訟では、原告約２万５千人が「慰安婦に関する虚報で、国民の名誉が傷つけられた」として謝罪広告や慰謝料を求めた。東京地裁は１６年７月に原告側の請求を棄却。東京高裁も１７年９月の判決で原告側の控訴を棄却し、原告側が上告せず確定した。１５年２月には東京都や山梨県の住民ら約４８０人が「読者や国民の知る権利が侵害された」として損害賠償を求めて提訴。東京地裁は１６年９月、東京高裁は１７年３月の判決でいずれも原告側請求を棄却し、最高裁が１７年１０月に上告を退けて判決が確定した。１６年８月にはほぼ同内容の訴状で１５０人が甲府地裁に提訴したが、１７年１１月の判決で原告側請求が棄却され、原告側が控訴せず確定した。今回、東京高裁で判決が出た訴訟は１５年２月提訴。米国や日本に住む約２５００人が一審の原告となった。東京地裁は１７年４月の判決で原告側請求を棄却し、原告側が控訴していた。"
"「過労事故死」で遺族と会社和解　裁判長が異例の言及","2018年2月8日21時31分","社会,事件・事故・裁判,有料記事","深夜勤務後の帰宅中にバイク事故で死亡した会社員の男性（当時２４）の遺族が会社に損害賠償を求めた訴訟の和解が８日、横浜地裁川崎支部で成立した。会社が遺族に謝罪し、約７６００万円を支払う内容。遺族側代理人の川岸卓哉弁護士によると、帰宅中の事故死で企業に安全配慮義務があると裁判所が認めた例は極めて珍しいという。「過労死のある社会、恥ずかしい」亡き息子の思いつなぐ亡くなったのは、観葉植物などの装飾を手がける会社、グリーンディスプレイ（本社・東京）に勤めていた渡辺航太さん。長時間の深夜勤務を終え、横浜市の職場から都内の自宅にバイクで戻る途中の２０１４年４月２４日午前９時過ぎ、電柱にぶつかる単独事故を起こして死亡した。母淳子さんらが翌年、長時間労働が事故の原因だとして約１億円の損害賠償を求めて提訴していた。同支部の橋本英史裁判長は和解勧告で、通勤中の事故にも企業に安全配慮義務があると認めた。事故の原因は居眠りだったとし、過労状態を認識していた会社側が公共交通機関を使うよう指示するなどして事故を避けるべきだったと指摘。和解金の支払いに加え、従業員の負担軽減▽終業から次の始業までの休息（１１時間）の確保▽深夜のタクシー利用を促す――など、事故後に講じた再発防止策に引き続き取り組むことを和解条件とした。過労による事故死が多数発生している可能性にも言及し、「本件を契機に『過労事故死』の労働災害の事故の類型が公になり、今後、過労死、過労自殺とともに社会全体として防止に向けた対策が十分に推進されていくことが期待される」とも述べた。橋本裁判長は「過労死のない社会は社会全体の悲願である。（企業は）長時間労働の削減と労働環境の整備に努めることが求められている」と和解勧告の書面を読み上げ、事故死を含めた過労死の防止を訴える異例の言及もした。正社員として働き始めた翌月に亡くなった渡辺さんについて、「希望にあふれていたのに未来を絶たれた被害者の無念さ、遺族の悲痛な心情と喪失感に思いを致す」とも述べた。龍谷大の脇田滋名誉教授（労働法）は「会社の指揮命令下から外れる通勤中は、事故が起きても会社に責任はないとされるのが一般的。直前までの過重業務を裁判長が重視し、帰宅中の事故でも会社に安全配慮義務があるとしたのは画期的で、他企業にも警鐘となるケースだ」と指摘する。淳子さんは８日に都内で記者会見し、「息子の無念な気持ちをくみ、過労事故死についても企業が十分な予防対策を講じることを期待します」と話した。（牧内昇平）"
"女児、大きな音「怖い」　ヘリ墜落時の状況、父親が説明","2018年2月8日21時03分","社会,事件・事故・裁判,佐賀","佐賀県神埼市で陸上自衛隊のＡＨ６４Ｄ戦闘ヘリコプターが墜落した事故で、被災した住宅の世帯主・川口貴士さん（３５）が８日、報道各社の要請に応じ、当時の状況や事故への思いについて文書でコメントした。墜落があったのは、５日午後４時４０分ごろ。川口さんによると、小学５年生の長女（１１）が家にいた。長女は２階で着替えを取って１階に下り、着替えを済ませた。洗濯物を洗濯機に持っていき、リビングに移った時だった。工事現場のような大きな音がし、直後に地震のような大きな揺れ。家の中が真っ白になり、長女は南側の割れた窓から、着の身着のままで外へ飛び出した。別棟から外に出てきた祖母（６９）と合流し避難した。長女の様子について「けがは回復に向かっていますが、大きな音に敏感になっており、『怖い』と言って恐怖心を持っています」とし、その上で「娘の精神的な問題が気がかり。なぜ試験飛行で小学校、幼稚園、民家があるような場所を飛行したのか？という不信感があります。本当にこのような事故があってはならないということを感じています」と心境を明かした。"
"欧米のサーバーから不正接続、ＮＥＭ流出の２～３日前","2018年2月8日21時01分","社会,事件・事故・裁判,経済,金融・財政,テック＆サイエンス","仮想通貨交換業者「コインチェック」から顧客資産の仮想通貨ＮＥＭ（ネム）約５８０億円分が不正流出した問題で、流出の２～３日前、同社の社内ネットワークに欧米のサーバーから不正な接続が相次いでいたことが、捜査関係者への取材でわかった。警視庁は、海外の捜査当局などへの捜査協力依頼を始めており、発信元の特定を進める。捜査関係者によると、不正接続は、警視庁が同社から提供を受けた社内ネットワークへの通信記録の解析で判明した。不正接続はＮＥＭが流出した３日前の１月２３日ごろに始まり、２４日まで断続的に続いた。これまでの解析で、少なくとも欧米の１カ国のサーバーが発信元だったことが確認されたという。警視庁は、不正接続した何者かがＮＥＭの口座を操作するために必要な「暗号鍵」の情報を盗んだ疑いがあるとみている。警視庁は、海外のサーバー運営会社などに発信元のＩＰアドレスや接続記録などの情報を照会しているが、これまでの不正アクセス事件では、発信元の特定を困難にするために複数の国のサーバーを経由させる技術が悪用されているケースが多い。今回も実際の発信元は別の国の可能性もあるとみて、さらに詳しい解析を進める。"
"作家の菅野完氏、二審も敗訴　女性をベッドに押し倒す","2018年2月8日19時57分","社会,事件・事故・裁判","ノンフィクション作家の菅野完（たもつ）氏に無理やり体を触られるなどして精神的苦痛を受けたとして、知人女性が２２０万円の損害賠償を求めた訴訟の控訴審判決が８日に東京高裁であった。阿部潤裁判長は女性への不法行為を認めて慰謝料など１１０万円の支払いを命じた一審・東京地裁判決を支持し、菅野氏の控訴を棄却した。判決によると、女性は２０１２年に菅野氏と知り合い、同年７月に菅野氏を自宅に招いた際に、同意がないままベッドに押し倒されたり、ほおにキスされたりした。女性はその後、不眠やうつと診断された。"
